,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1849,0.3248,0.4300,0.7115,0.8437,0.8327,0.1380,0.2850,0.3714,0.7786,0.8835,0.8708
DecisionTreeRegressor,0.3656,0.4457,0.6046,0.4296,0.7138,0.6956,0.1663,0.3139,0.4078,0.7332,0.8575,0.8476
RandomForestRegressor,0.1936,0.3371,0.4400,0.6979,0.8373,0.8302,0.1472,0.2925,0.3837,0.7638,0.8781,0.8649
GradientBoostingRegressor,0.1918,0.3346,0.4379,0.7008,0.8377,0.8236,0.1444,0.2878,0.3800,0.7683,0.8781,0.8649
AdaBoostRegressor,0.2479,0.4062,0.4979,0.6132,0.7903,0.7604,0.2140,0.3720,0.4626,0.6565,0.8222,0.7664
XGBRegressor,0.2069,0.3434,0.4549,0.6771,0.8243,0.8182,0.1413,0.2797,0.3759,0.7733,0.8796,0.8657
ExtraTreesRegressor,0.1755,0.3102,0.4189,0.7262,0.8525,0.8495,0.1354,0.2761,0.3680,0.7826,0.8858,0.8744
LinearRegression,11.0526,3.1087,3.3246,-16.2460,0.0068,-0.0178,2.2889,1.2437,1.5129,-2.6734,0.0148,-0.0199
KNeighborsRegressor,0.2222,0.3539,0.4714,0.6533,0.8116,0.7966,0.1667,0.3029,0.4083,0.7324,0.8579,0.8342
SVR,0.2081,0.3457,0.4562,0.6753,0.8228,0.8132,0.1629,0.3111,0.4035,0.7386,0.8614,0.8459
MLPRegressor,1.2486,0.8342,1.1174,-0.9482,0.5980,0.6022,0.8331,0.6781,0.9127,-0.3370,0.6698,0.6545
