,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.3783,0.4776,0.6151,0.2810,0.5394,0.5948,0.4558,0.5721,0.6751,0.3627,0.6528,0.5096
DecisionTreeRegressor,0.4777,0.5487,0.6912,0.0920,0.5328,0.5811,0.4004,0.5007,0.6328,0.4401,0.6895,0.6749
RandomForestRegressor,0.3110,0.4469,0.5577,0.4089,0.6440,0.6965,0.4705,0.5616,0.6859,0.3421,0.5926,0.4325
GradientBoostingRegressor,0.3341,0.4468,0.5780,0.3650,0.6191,0.6663,0.4200,0.5193,0.6480,0.4128,0.6575,0.5482
AdaBoostRegressor,0.3046,0.4195,0.5519,0.4211,0.6556,0.6762,0.4560,0.5263,0.6753,0.3623,0.6073,0.4628
XGBRegressor,0.4079,0.4886,0.6387,0.2248,0.5096,0.5192,0.4118,0.5412,0.6417,0.4242,0.6839,0.6033
ExtraTreesRegressor,0.3576,0.4917,0.5980,0.3204,0.5732,0.5910,0.4427,0.5224,0.6654,0.3809,0.6239,0.4242
LinearRegression,0.4488,0.5086,0.6699,0.1470,0.4949,0.5529,0.4540,0.5191,0.6738,0.3651,0.6170,0.4904
KNeighborsRegressor,0.3819,0.5023,0.6180,0.2742,0.5864,0.6378,0.5824,0.6168,0.7631,0.1856,0.4868,0.3021
SVR,0.3594,0.5041,0.5995,0.3170,0.5673,0.5734,0.4959,0.5396,0.7042,0.3066,0.5540,0.4298
MLPRegressor,1.6313,1.1029,1.2772,-2.1004,0.3325,0.2545,1.4193,1.0247,1.1913,-0.9847,0.4772,0.0028
