,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1311,0.2642,0.3621,0.7894,0.8885,0.8676,0.2099,0.3281,0.4581,0.6699,0.8188,0.7989
DecisionTreeRegressor,0.2605,0.3731,0.5104,0.5815,0.7932,0.7611,0.2402,0.3533,0.4901,0.6222,0.7932,0.7761
RandomForestRegressor,0.1322,0.2654,0.3635,0.7877,0.8876,0.8662,0.2085,0.3256,0.4567,0.6720,0.8199,0.8007
GradientBoostingRegressor,0.1329,0.2660,0.3646,0.7865,0.8869,0.8650,0.2139,0.3316,0.4625,0.6636,0.8151,0.7937
AdaBoostRegressor,0.1684,0.3184,0.4103,0.7296,0.8629,0.8423,0.2366,0.3683,0.4864,0.6279,0.7985,0.7800
XGBRegressor,0.1491,0.2822,0.3862,0.7605,0.8730,0.8526,0.2123,0.3303,0.4608,0.6661,0.8167,0.7990
ExtraTreesRegressor,0.1325,0.2653,0.3640,0.7872,0.8873,0.8661,0.2082,0.3235,0.4563,0.6725,0.8203,0.8036
LinearRegression,0.1299,0.2671,0.3604,0.7913,0.8896,0.8654,0.2139,0.3336,0.4625,0.6636,0.8149,0.7932
KNeighborsRegressor,0.1702,0.3021,0.4126,0.7266,0.8547,0.8244,0.2265,0.3424,0.4759,0.6437,0.8048,0.7859
SVR,0.1326,0.2646,0.3641,0.7870,0.8873,0.8666,0.2133,0.3301,0.4618,0.6645,0.8159,0.8004
MLPRegressor,0.1974,0.3380,0.4443,0.6829,0.8313,0.7982,0.2555,0.3699,0.5055,0.5981,0.7776,0.7528
