,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1309,0.2635,0.3619,0.7897,0.8887,0.8691,0.2087,0.3271,0.4569,0.6717,0.8199,0.8012
DecisionTreeRegressor,0.2635,0.3754,0.5133,0.5768,0.7891,0.7655,0.2368,0.3484,0.4867,0.6275,0.7957,0.7723
RandomForestRegressor,0.1312,0.2642,0.3622,0.7893,0.8885,0.8675,0.2072,0.3244,0.4552,0.6741,0.8212,0.8026
GradientBoostingRegressor,0.1330,0.2666,0.3647,0.7864,0.8868,0.8655,0.2124,0.3305,0.4609,0.6659,0.8165,0.7943
AdaBoostRegressor,0.1644,0.3145,0.4054,0.7360,0.8659,0.8424,0.2359,0.3708,0.4857,0.6290,0.7986,0.7748
XGBRegressor,0.1518,0.2850,0.3896,0.7562,0.8708,0.8489,0.2100,0.3261,0.4583,0.6697,0.8190,0.8010
ExtraTreesRegressor,0.1329,0.2653,0.3645,0.7866,0.8870,0.8669,0.2058,0.3223,0.4537,0.6763,0.8226,0.8061
LinearRegression,0.1296,0.2664,0.3600,0.7918,0.8899,0.8665,0.2131,0.3325,0.4616,0.6649,0.8158,0.7953
KNeighborsRegressor,0.1756,0.3034,0.4191,0.7179,0.8503,0.8222,0.2208,0.3383,0.4698,0.6528,0.8105,0.7929
SVR,0.1350,0.2667,0.3674,0.7832,0.8852,0.8661,0.2134,0.3290,0.4620,0.6643,0.8156,0.7981
MLPRegressor,0.2253,0.3551,0.4746,0.6382,0.8182,0.7946,0.2742,0.3791,0.5236,0.5687,0.7650,0.7368
