,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1538,0.2987,0.3921,0.7601,0.8719,0.8596,0.2106,0.3476,0.4589,0.6620,0.8150,0.7645
DecisionTreeRegressor,0.2953,0.4086,0.5435,0.5392,0.7680,0.7628,0.2492,0.3724,0.4992,0.6001,0.7790,0.7313
RandomForestRegressor,0.1505,0.2954,0.3880,0.7651,0.8748,0.8639,0.1992,0.3379,0.4463,0.6804,0.8249,0.7744
GradientBoostingRegressor,0.1597,0.3029,0.3996,0.7508,0.8666,0.8546,0.2032,0.3431,0.4507,0.6739,0.8215,0.7686
AdaBoostRegressor,0.1701,0.3245,0.4124,0.7346,0.8603,0.8468,0.2332,0.3780,0.4830,0.6257,0.7941,0.7407
XGBRegressor,0.1730,0.3146,0.4159,0.7301,0.8558,0.8457,0.2057,0.3425,0.4535,0.6699,0.8194,0.7708
ExtraTreesRegressor,0.1516,0.2952,0.3894,0.7634,0.8738,0.8650,0.1903,0.3290,0.4362,0.6946,0.8335,0.7864
LinearRegression,0.1571,0.3100,0.3964,0.7548,0.8688,0.8633,0.2421,0.3791,0.4920,0.6115,0.7849,0.7470
KNeighborsRegressor,0.1850,0.3303,0.4302,0.7113,0.8466,0.8324,0.1980,0.3337,0.4449,0.6823,0.8286,0.7838
SVR,0.1530,0.2955,0.3912,0.7612,0.8728,0.8641,0.1957,0.3344,0.4424,0.6859,0.8291,0.7831
MLPRegressor,0.3952,0.4963,0.6287,0.3833,0.7255,0.7090,0.5099,0.5496,0.7141,0.1816,0.6190,0.5903
