,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1476,0.2908,0.3842,0.7697,0.8774,0.8692,0.1808,0.3174,0.4252,0.7098,0.8427,0.8022
DecisionTreeRegressor,0.3135,0.4223,0.5599,0.5108,0.7525,0.7379,0.2071,0.3504,0.4551,0.6676,0.8194,0.7812
RandomForestRegressor,0.1454,0.2901,0.3813,0.7731,0.8801,0.8713,0.1887,0.3285,0.4344,0.6972,0.8352,0.7928
GradientBoostingRegressor,0.1470,0.2896,0.3834,0.7706,0.8778,0.8697,0.1906,0.3254,0.4366,0.6941,0.8335,0.7924
AdaBoostRegressor,0.1601,0.3158,0.4001,0.7502,0.8688,0.8558,0.2181,0.3660,0.4671,0.6499,0.8083,0.7604
XGBRegressor,0.1718,0.3145,0.4145,0.7319,0.8560,0.8486,0.1882,0.3252,0.4338,0.6979,0.8354,0.8007
ExtraTreesRegressor,0.1453,0.2895,0.3812,0.7733,0.8803,0.8736,0.1780,0.3145,0.4219,0.7143,0.8455,0.8037
LinearRegression,0.4130,0.4749,0.6426,0.3556,0.7127,0.7226,0.3306,0.4563,0.5750,0.4694,0.7373,0.6901
KNeighborsRegressor,0.1906,0.3279,0.4366,0.7026,0.8409,0.8290,0.1867,0.3182,0.4321,0.7003,0.8386,0.8003
SVR,0.1451,0.2922,0.3809,0.7736,0.8797,0.8792,0.1741,0.3169,0.4173,0.7206,0.8500,0.8195
MLPRegressor,0.5161,0.5584,0.7184,0.1946,0.6457,0.6335,0.4034,0.4916,0.6351,0.3526,0.6871,0.6558
