,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.2016,0.3780,0.4489,0.4850,0.6978,0.6743,0.2807,0.4042,0.5298,0.3923,0.6289,0.5788
DecisionTreeRegressor,0.4269,0.4981,0.6534,-0.0907,0.4322,0.4241,0.3593,0.4654,0.5994,0.2222,0.4888,0.4767
RandomForestRegressor,0.2280,0.3973,0.4775,0.4175,0.6518,0.6167,0.2792,0.4290,0.5284,0.3954,0.6399,0.5767
GradientBoostingRegressor,0.1977,0.3694,0.4446,0.4949,0.7039,0.6741,0.2720,0.4056,0.5215,0.4112,0.6419,0.6052
AdaBoostRegressor,0.2037,0.3868,0.4513,0.4796,0.7029,0.6829,0.2807,0.4229,0.5298,0.3922,0.6346,0.6104
XGBRegressor,0.2491,0.4114,0.4991,0.3635,0.6146,0.5918,0.2966,0.4328,0.5446,0.3579,0.5985,0.5760
ExtraTreesRegressor,0.1885,0.3590,0.4342,0.5183,0.7284,0.7100,0.2542,0.4071,0.5042,0.4496,0.6860,0.6326
LinearRegression,0.8460,0.7218,0.9198,-1.1616,0.3496,0.3042,0.5022,0.5274,0.7086,-0.0872,0.4726,0.4591
KNeighborsRegressor,0.2549,0.4119,0.5049,0.3487,0.5993,0.5951,0.3999,0.4935,0.6323,0.1343,0.4403,0.4438
SVR,0.2122,0.3781,0.4607,0.4578,0.6811,0.6650,0.2882,0.4373,0.5368,0.3761,0.6274,0.5812
MLPRegressor,1.4481,0.9771,1.2034,-2.6999,0.2565,0.2120,1.2957,0.9221,1.1383,-1.8053,0.0967,0.1408
